Commodity,PALLFNF,PEXGALL,PNFUEL,PFANDB,PFOOD,PBEVE,PINDU,PAGRI,PRAWM,PALLMETA,PMETA,PPMETA,PEXGMETA,PFERT,PNRG,POILAPSP,PNGAS,PCOAL,PALUM,PBANSOP,PBARL,PBEEF,PCOALAU,PCOALSA_USD,PCOCO,PCOFFOTM,PCOFFROB,PROIL,PCOPP,PCOTTIND,PFSHMEAL,PGNUTS,PHIDE,PIORECR,PLAMB,PLEAD,PLOGORE,PLOGSK,PMAIZMT,PNGASEU,PNGASJP,PNGASUS,PNICK,POILAPSP,POILBRE,POILDUB,POILWTI,POLVOIL,PORANG,PPOIL,PPORK,PPOULT,PRICENPQ,PRUBB,PSALM,PSAWMAL,PSAWORE,PSHRI,PSMEA,PSOIL,PSOYB,PSUGAISA,PSUGAUSA,PSUNO,PTEA,PTIN,PURAN,PWHEAMT,POATS,PSORG,PWOOLC,PWOOLF,PZINC,PLMMODY,PCOBA,PGOLD,PSILVER,PPALLA,PPLAT,PPROPANE,PUREA,PPOTASH,PDAP,PTOMATO,PMILK,PCHANA,PAPPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022M9,220.02,229.66,143.88,134.37,135.48,121.31,150.15,131.31,110.62,151.22,165.86,137.06,164.47,283.92,330.15,219.82,725.03,559.89,2224.76,1626.07,180.59,246.61,467.78,291.37,2220.21,267.49,111.36,1376.40,7746.01,117.94,1314.45,2452.09,56.05,100.84,123.57,1870.10,260.48,208.21,312.55,55.18,44.68,7.84,22773.97,88.25,90.61,89.74,84.40,4316.42,1.80,794.49,95.95,168.18,426.82,66.96,6.17,617.59,405.09,8.44,484.08,1509.29,537.55,18.19,34.97,1578.28,268.76,21124.04,40.95,346.32,3.98,17.54,819.34,1067.42,3124.97,33069.34,51515.41,1683.21,18.84,2113.95,878.95,0.99,497.28,501.76,824.61,3.17,27.73,57.82,2.93,10034.03,162.77,418813.49,2400.00,7166.63,3175.00,24801.98,,,,,,,,,,,,,,,,,,,,,,,,,
2022M10,191.36,197.91,144.01,136.33,138.27,113.44,145.46,132.27,104.83,148.62,161.61,136.06,160.84,301.36,259.86,227.63,372.16,483.84,2255.54,1575.90,175.43,241.52,426.91,230.96,2243.63,240.08,103.01,1381.27,7651.08,100.28,1256.97,2514.56,56.13,94.62,115.47,1999.86,258.47,202.13,343.55,20.81,29.74,6.09,22032.89,90.74,93.72,91.21,87.29,4777.18,2.02,796.68,91.57,166.38,416.10,68.54,6.62,614.92,388.23,8.21,453.57,1548.02,507.54,18.30,34.59,1627.13,275.06,19391.17,41.30,353.71,3.84,17.09,786.07,1004.82,2967.21,33069.34,51509.24,1666.63,19.36,2078.86,914.67,0.86,552.97,513.94,804.06,3.92,28.08,56.53,2.75,9738.23,162.00,409005.51,2421.43,7598.76,3175.00,24801.98,,,,,,,,,,,,,,,,,,,,,,,,,
2022M11,192.04,198.10,147.22,135.63,138.12,106.15,150.98,131.76,105.62,154.52,169.01,140.51,167.54,340.11,256.86,213.71,418.04,417.45,2350.72,1663.74,178.62,228.61,368.26,199.33,2380.80,213.72,92.60,1350.83,8049.86,101.17,1331.02,2614.60,58.31,94.57,106.55,2099.99,269.04,209.22,320.93,28.79,25.22,6.48,25562.70,86.54,90.94,84.60,84.08,5145.09,2.10,875.66,86.19,168.70,416.32,65.27,7.02,639.72,386.81,8.14,454.85,1656.10,529.75,19.41,35.98,1617.58,283.28,21249.50,40.95,344.33,3.91,16.95,789.78,1020.36,2938.92,37578.79,51504.59,1727.90,21.00,1911.55,989.00,0.85,545.97,809.20,762.70,3.70,26.15,58.15,3.02,9752.48,170.10,409954.02,2393.18,7341.23,3175.00,24801.98,,,,,,,,,,,,,,,,,,,,,,,,,
2022M12,194.34,200.03,149.97,133.99,136.38,105.84,161.98,130.37,105.82,164.73,184.30,145.81,181.51,328.84,258.50,189.30,483.50,465.72,2398.21,1685.08,179.31,213.00,427.69,206.90,2456.23,210.39,92.44,1215.66,8371.09,100.89,1413.78,2530.71,58.22,111.41,96.36,2226.11,247.44,220.75,302.24,35.37,30.72,5.75,28985.92,78.31,81.50,76.86,76.58,5792.37,2.09,887.11,79.59,168.41,444.23,69.88,7.89,663.59,366.83,7.68,500.21,1438.91,541.83,20.07,36.52,1512.78,273.27,24149.34,39.18,323.65,3.56,16.21,838.84,1061.12,3116.52,41336.67,51497.77,1797.41,23.29,1808.36,1006.45,0.69,535.82,777.19,713.50,3.74,24.95,60.34,3.05,10597.30,178.06,421882.45,2325.00,8024.39,3175.00,24801.98,,,,,,,,,,,,,,,,,,,,,,,,,
2023M1,182.62,186.10,154.52,135.88,138.33,106.92,171.62,131.67,103.19,175.41,198.82,152.78,194.44,318.94,223.27,193.77,290.29,414.45,2494.90,1685.08,182.43,211.00,404.54,162.12,2540.08,206.76,95.98,1184.53,9007.35,100.31,1440.20,2401.14,59.22,122.43,94.68,2207.40,235.12,228.23,302.84,19.89,20.69,3.47,28271.49,81.08,84.08,80.91,78.25,5893.30,2.07,903.29,72.72,164.76,480.64,73.96,9.23,665.66,307.45,7.01,534.93,1380.52,555.51,19.94,36.48,1488.49,264.92,27999.60,40.06,320.10,3.66,16.63,919.37,1154.50,3295.88,51758.53,48874.36,1896.06,23.76,1734.27,1052.50,0.83,511.14,767.49,700.47,4.22,22.78,60.42,3.11,11040.71,187.59,430097.82,2384.09,8611.80,3175.00,24801.98,,,,,,,,,,,,,,,,,,,,,,,,,
2023M2,174.58,177.53,155.82,140.51,142.70,114.61,179.17,135.79,103.84,178.06,209.10,148.04,201.98,253.09,201.72,193.61,231.52,283.78,2416.18,1674.72,182.17,216.90,244.21,141.15,2586.53,229.51,103.96,1157.30,8936.59,99.43,1437.11,2601.64,57.45,127.08,96.96,2093.06,222.05,224.02,298.25,16.74,15.96,2.44,26727.95,80.65,83.63,81.28,77.03,5895.82,2.46,902.16,73.45,163.86,484.95,73.29,9.49,659.18,331.90,6.93,543.26,1340.84,561.29,21.40,36.89,1428.09,264.47,26862.90,41.31,332.41,3.74,16.65,949.86,1192.42,3133.84,82452.89,36615.01,1853.41,22.01,1543.90,958.85,0.83,307.03,750.83,688.12,4.90,21.34,59.87,3.06,11088.22,193.73,416103.54,2425.00,8404.39,3175.00,23699.67,,,,,,,,,,,,,,,,,,,,,,,,,
2023M3,168.29,169.99,156.04,143.78,146.19,115.40,174.35,138.25,100.80,177.26,203.58,151.81,196.63,224.88,186.02,185.09,197.49,242.69,2296.42,1616.02,182.89,238.48,196.00,132.52,2665.79,222.66,106.49,1018.16,8856.31,95.39,1450.51,2582.84,59.07,127.98,100.13,2115.18,219.91,222.60,284.96,13.87,13.35,2.41,23288.61,76.96,79.26,78.27,73.35,5989.73,2.55,910.16,76.23,170.97,453.57,71.78,11.25,661.36,310.28,7.16,523.95,1249.54,547.23,20.96,37.88,1282.80,278.80,23999.96,40.74,309.43,3.53,16.13,902.30,1125.74,2967.46,78424.18,33865.13,1913.65,21.92,1426.00,970.61,0.79,266.04,656.37,664.27,5.58,20.82,61.39,3.24,10929.58,186.77,354118.31,2507.17,6833.23,3175.00,23699.67,,,,,,,,,,,,,,,,,,,,,,,,,
2023M4,170.75,171.95,155.81,144.15,146.10,121.08,168.36,138.47,100.01,177.23,195.53,159.53,191.01,214.24,192.37,195.46,187.27,242.20,2338.13,1657.46,185.83,248.38,200.68,127.58,2823.27,229.96,115.58,995.41,8809.16,95.13,1526.06,2474.58,60.65,117.13,110.30,2144.86,211.07,223.11,291.18,13.68,12.01,2.20,23770.80,82.02,83.54,83.41,79.13,6269.63,2.76,934.81,69.86,179.66,479.50,69.80,10.82,678.36,302.52,7.00,496.84,1189.36,546.87,24.58,41.17,1267.78,264.20,25643.88,41.76,312.81,3.35,16.63,903.33,1086.54,2770.36,70834.52,34498.75,1999.67,24.99,1508.00,1048.10,0.81,265.00,576.59,685.92,5.14,20.37,59.84,3.35,10524.23,185.08,289990.75,2374.75,5741.06,3175.00,23699.67,,,,,,,,,,,,,,,,,,,,,,,,,
2023M5,157.14,156.89,148.79,137.41,138.69,122.33,156.68,132.93,102.59,168.18,178.18,158.51,175.29,204.49,169.23,177.50,150.94,212.40,2274.01,1614.22,180.37,240.96,179.26,108.87,2905.34,220.12,122.55,896.10,8243.16,93.88,1664.23,2653.00,58.52,104.52,108.72,2088.27,218.22,217.21,268.17,9.97,9.90,2.32,22134.78,74.07,75.75,74.79,71.67,6727.53,2.71,834.63,74.82,182.07,491.74,70.84,10.25,680.38,340.34,7.03,459.06,1094.24,508.35,25.73,42.52,1129.57,260.84,25594.21,43.46,299.44,3.27,15.62,897.67,1050.11,2485.78,56569.66,33139.63,1989.83,24.20,1482.61,1059.17,0.66,263.37,552.85,603.40,3.99,20.42,59.14,3.28,10176.40,172.26,224371.32,2350.00,5386.22,3175.00,23699.67,,,,,,,,,,,,,,,,,,,,,,,,,
2023M6,154.06,153.86,145.92,135.20,136.03,125.49,156.43,130.63,99.72,166.36,178.98,154.17,174.92,178.72,165.82,176.76,156.48,176.46,2184.75,1595.93,175.48,228.89,138.63,99.92,3124.44,207.39,132.13,952.76,8396.52,92.42,1689.10,2697.61,60.10,113.09,104.77,2122.89,211.72,210.73,266.94,10.29,10.11,2.48,21233.28,73.34,74.98,74.73,70.31,7235.79,2.66,769.10,85.34,174.09,492.27,69.54,9.12,688.01,313.51,7.00,448.36,1235.36,526.30,24.76,41.25,1108.86,265.00,27216.68,45.70,282.28,3.75,15.44,836.88,981.96,2375.45,47399.39,29350.64,1944.73,23.41,1348.09,970.64,0.57,231.48,489.97,507.07,3.69,20.48,59.11,3.48,9699.85,165.14,264872.03,2350.00,5528.63,2700.00,18739.27,,,,,,,,,,,,,,,,,,,,,,,,,
2023M7,157.8898409,158.07773,146.0767451,135.5852181,136.605531,123.5261475,157.4065761,131.1127485,100.8576832,166.892826,179.8834645,154.3334295,175.5155722,168.5765943,174.9771808,188.4459833,156.8772776,173.8260783,2159.732381,1554.196264,172.9287224,216.8809524,141.0295918,94.31952381,3346.634549,193.4942857,127.5833333,1094.239452,8476.679048,93.26904762,1787.143278,2701.830012,60.38361616,113.9761905,96.2410351,2109.121905,221.98,211.04625,235.2719473,9.611719136,10.88119048,2.643809524,21091.2619,78.84047619,80.10904762,80.64571429,75.76666667,8599.038156,2.929,844.98,99.85,154.11,512.24,68.08,9.14,702.12,318.91,6.81,479.67,1498.74,555.11,24.01,38.62,1253.44,273.24,28743.14,45.25,278.62,4.17,13.55,833.84,991.87,2404.65,47542.16,32982.30,1950.27,24.04,1264.48,947.00,0.62,212.36,459.45,510.53,3.14,20.56,61.47,3.62,9534.88,164.65,268325.57,2097.02,5057.66,2700.00,18739.27,,,,,,,,,,,,,,,,,,,,,,,,,
2023M8,161.2767362,162.1284313,142.6485424,130.6630871,131.3181946,122.9203749,154.7006111,126.7874188,100.5695555,163.804919,176.2164646,151.8053915,171.9366938,177.3264865,188.2219404,203.1510721,169.3079222,197.2295687,2135.581739,1560.773481,159.4437328,214.3478261,152.7925325,113.6595455,3434.406596,186.3469565,124.3565217,1034.2192,8347.828261,95.99565217,1799.782609,2535.366267,57.76153594,109.6086957,81.99230607,2154.614348,207.99,205.6093931,207.6758887,10.7174213,11.75295455,2.64826087,20446.35826,84.22130435,85.16826087,86.12304348,81.3726087,9034.554858,3.135978261,823.61,96.95,147.54,607.96,67.07,7.74,692.37,323.00,6.73,470.20,1469.94,510.15,24.19,40.50,1182.04,307.45,26040.39,46.38,241.41,4.41,12.59,874.34,932.60,2405.16,47575.76,32980.65,1919.30,23.47,1247.30,925.04,0.68,236.87,435.69,579.12,3.01,21.30,68.73,3.67,9444.15,162.60,248534.43,2037.50,5281.96,2700.00,18739.27,,,,,,,,,,,,,,,,,,,,,,,,,
2023M9,168.6187964,170.3361506,143.7765112,130.6331319,131.137053,124.6772923,159.8230486,126.970677,102.1951452,166.8065785,182.7288189,151.4128986,177.6160016,173.1994309,204.5525243,223.5431492,181.696709,217.2381035,2184.67381,1567.350697,148.2003029,220.5,168.4790816,125.0190476,3629.166883,183.5890476,123.8914286,1025.836619,8276.71381,97.76904762,1774.607738,2549.52999,57.26058691,120.4285714,82.58612401,2252.101429,214.85,201.5448109,223.8476664,11.42793016,13.1515,2.70047619,19644.64286,91.71761905,92.67333333,93.23857143,89.24095238,9364.941141,3.400333333,790.71,84.34,155.95,606.90,70.81,7.13,675.91,335.42,7.02,439.44,1373.26,487.15,26.56,42.56,1084.47,326.76,25573.93,53.20,229.39,4.53,12.46,842.34,907.56,2495.50,48277.04,32981.88,1915.43,23.24,1239.29,922.76,0.73,245.29,390.76,578.48,3.31,21.19,75.55,3.54,9553.75,162.48,207135.51,2037.50,5799.44,2642.86,18739.27,,,,,,,,,,,,,,,,,,,,,,,,,
2023M10,167.8999281,169.5490989,143.7092404,131.7179753,132.4185868,123.4374531,157.5757865,127.7228124,100.6966002,165.0802243,180.1839589,150.4778788,174.5876543,178.0947988,202.8911369,215.0444386,212.3926141,208.0328024,2194.390909,1574.585635,142.1169311,226.9090909,150.7383117,129.4663636,3691.614716,183.9513636,118.835,1093.592545,7941.355909,95.68636364,1743.741212,2407.289883,56.63963507,118.75,85.69691223,2131.359091,218.09,198.9985563,221.9025188,13.38884281,15.29340909,3.166363636,18264.03545,87.73484848,88.94772727,88.78772727,85.46909091,9145.115742,3.846295455,767.48,78.64,155.73,574.45,73.20,7.51,662.94,318.15,7.07,440.78,1205.16,471.93,26.90,44.23,1103.68,324.11,24501.39,57.65,216.46,4.00,12.64,835.89,894.09,2447.18,51257.48,32982.75,1913.98,22.32,1142.09,891.36,0.67,258.70,392.90,585.23,3.65,24.15,74.09,3.26,9624.43,158.21,179183.32,2037.50,5771.94,2400.00,18739.27,,,,,,,,,,,,,,,,,,,,,,,,,
2023M11,165.1092153,165.7920479,148.0383352,135.4220049,135.7428822,131.6295582,163.0552311,130.7939021,99.48601995,171.6695856,188.322535,155.5694535,181.8548413,178.2274132,189.8018052,196.2931163,213.9759254,181.4849589,2202.255455,1550.728277,143.3029218,221.1590909,132.1193182,112.3772727,4095.356207,197.4331818,122.7759091,1036.680455,8189.587727,90.43181818,1776.545515,2603.615112,58.01113935,131.25,88.37443633,2188.455455,204.95,198.7063411,209.0402968,13.71431567,15.41380952,3.055454545,17027.36364,80.80090909,82.18636364,82.64090909,77.57545455,8891.228564,4.02025,795.99,72.84,159.23,555.41,76.65,7.53,676.56,303.99,6.72,498.71,1141.09,494.35,27.31,44.74,1146.25,335.57,24167.86,62.29,216.00,3.59,12.44,865.97,931.12,2543.61,51257.48,33003.73,1985.78,23.39,1050.27,906.91,0.64,260.00,387.72,592.50,4.56,23.22,74.67,3.34,9710.97,159.56,169803.64,2068.18,5625.81,2400.00,17206.06,,,,,,,,,,,,,,,,,,,,,,,,,
2023M12,159.5326225,159.141177,148.7121916,134.3208549,133.8792828,139.5397936,165.3953441,130.0138522,100.8781268,175.0234536,191.0394587,159.5391216,184.7514783,173.2427837,175.1840981,182.4589235,178.0778078,183.9071513,2192.005238,1546.961326,147.8210978,218.9285714,149.362218,99.64842105,4253.904329,210.3104762,135.3919048,978.8547619,8407.900476,90.40714286,1750.213556,2338.33449,58.53850183,137.547619,91.72160884,2027.202857,201.32,206.7086795,207.3979689,11.29629149,13.05175,2.534761905,16443.52381,75.71,77.54095238,77.56952381,72.01952381,9468.72856,3.57297619,783.34,65.82,167.06,603.24,76.54,8.28,689.97,315.11,7.03,454.24,1095.37,481.49,22.15,39.96,1141.36,317.23,24603.00,70.06,229.63,3.75,12.56,928.08,983.45,2510.57,45745.92,30025.67,2034.70,24.03,1087.76,946.67,0.68,249.76,365.84,612.58,4.83,21.67,70.67,3.39,9731.42,158.37,150633.29,2027.38,5143.01,2400.00,16445.42,,,,,,,,,,,,,,,,,,,,,,,,,
2024M1,159.3276073,158.9192959,149.4163266,136.2980803,135.5986842,144.5642385,165.6031608,132.2204252,104.636175,173.9854228,189.8361398,158.660892,182.9193214,167.537877,173.6640205,187.0042822,153.388223,173.5586066,2201.566522,1608.215229,161.7852647,219.8913043,140.8178571,94.16954545,4442.919775,203.8791304,148.1252174,932.8794304,8351.339565,92.10652174,1627.945043,2511.419975,58.49381693,136.5869565,93.97737278,2087.388696,219.11,203.7100316,198.7579285,9.531191123,10.01681818,2.720434783,16111.66696,77.56507246,79.11,79.58217391,74.00304348,10281.36926,3.211521739,815.36,67.29,168.76,629.09,84.61,10.21,692.26,334.57,7.14,401.42,1045.05,452.63,22.47,39.93,1142.10,315.13,25142.98,80.36,226.08,3.70,12.00,907.54,970.02,2520.94,41106.63,28691.42,2034.01,22.98,988.91,929.35,0.81,223.54,368.31,640.83,4.91,21.82,68.68,3.27,9605.84,155.00,122568.09,2023.91,4610.04,2400.00,15983.50,,,,,,,,,,,,,,,,,,,,,,,,,
2024M2,158.6359144,158.2359877,148.544883,136.3437544,134.3899753,159.4354576,162.5323686,132.5758626,107.0870789,170.8283373,184.5706,157.5422677,177.8286503,171.7290037,173.2323324,195.526896,124.9564982,163.5133775,2179.457143,1579.189687,153.5375539,234,128.7005102,92.36571429,5640.087619,208.7833333,153.227619,928.1248667,8304.950476,99.35238095,1591.332,2397.229967,57.86158095,125.9285714,95.95964897,2079.827619,204.93,199.1316657,188.9477445,8.098181356,8.82225,1.793333333,16338.46429,80.65619048,81.79571429,82.80904762,77.36380952,10067.17198,3.695190476,825.09,74.78,167.02,609.52,93.79,10.27,688.39,328.34,7.21,379.72,1006.14,429.73,23.34,41.58,1109.91,340.89,26104.10,81.32,219.24,3.77,11.28,873.47,921.18,2360.09,43320.83,28271.05,2024.45,22.68,938.43,894.29,0.91,238.15,368.14,637.11,4.20,22.59,72.14,3.26,9453.01,154.30,121638.05,2008.33,4402.50,2400.00,15616.06,,,,,,,,,,,,,,,,,,,,,,,,,
2024M3,163.0699638,161.9219486,151.4931243,139.1371995,135.6505434,180.3459655,160.3392274,135.728268,112.6677551,173.6558251,179.2875447,168.211058,174.0101137,172.4225306,179.8155651,203.9870489,128.280743,174.3200314,2229.441905,1651.539069,137.0894974,250.7619048,137.7032143,98.0135,7297.553884,208.9133333,165.8395238,993.8658905,8692.819048,99.56428571,1597.817333,2574.83664,58.87724486,110.1904762,98.9506018,2054.666667,197.39,198.785951,190.2272114,8.511035509,8.99325,1.747142857,17397.36048,84.33365079,84.96142857,86.63380952,81.40571429,9915.865634,3.630333333,899.04,80.86,168.42,601.71,114.02,10.16,692.70,341.76,7.16,371.32,1041.32,433.53,21.77,39.96,1134.50,364.99,27452.05,71.81,211.84,3.66,11.23,883.27,933.51,2457.86,43725.02,28282.36,2162.35,24.45,1012.33,908.67,0.80,236.03,346.45,702.81,4.15,22.67,69.89,3.25,9440.51,160.35,124285.91,1971.43,3973.54,2614.29,16613.39,,,,,,,,,,,,,,,,,,,,,,,,,
2024M4,170.3973436,168.5267448,157.8605069,144.2314956,137.8600131,219.5360064,165.7419008,139.4162091,106.8420792,185.2146605,189.1532294,181.4068378,183.8258395,165.3505649,188.5315562,215.4037173,137.1230223,180.7323355,2499.228182,1627.322953,132.5411079,270.5681818,137.4953571,106.466,9865.206034,239.8663636,193.675,1029.082514,9445.593636,90.60227273,1490.505212,2642.265269,57.62406595,112.2272727,100.9832471,2124.969091,202.54,193.6902019,190.90005,9.129581313,9.794,1.786818182,18132.36409,88.39712121,88.97454545,90.86954545,85.34727273,9069.792686,3.689818182,896.87,87.54,170.86,570.14,107.79,10.96,682.72,316.29,7.07,373.23,1014.41,427.92,20.65,39.55,1171.09,336.52,31540.01,71.64,208.38,3.53,11.18,882.39,925.98,2725.56,44092.45,27997.07,2333.55,27.45,1015.27,940.27,0.80,235.87,347.78,598.76,4.23,22.76,72.63,3.28,9415.59,171.67,124327.29,1975.00,4277.59,2700.00,17085.81,,,,,,,,,,,,,,,,,,,,,,,,,
2024M5,168.6761041,166.4563012,158.8571567,142.2020769,137.7810977,194.453602,172.4489052,137.3046838,104.1751247,191.3320244,199.5861676,183.3518887,193.7855598,161.5119267,182.8789596,200.774301,157.6025121,189.3698703,2566.318696,1410.040836,133.8855464,269.0217391,148.0060714,107.933,7768.09838,232.3426087,186.4573913,1091.10963,10117.16348,85.88913043,1401.066087,2543.348365,59.35016489,119.2391304,100.8375102,2220.017391,193.55,190.8834575,201.0194705,10.10962113,10.847,2.419130435,19576.54652,82.55913043,83.05391304,84.66608696,79.9573913,9127.833069,4.32423913,826.17,89.39,170.87,600.52,100.01,11.09,688.39,325.60,7.10,408.16,977.54,447.49,18.80,37.63,1205.66,295.86,32933.62,73.95,227.43,3.86,11.58,881.32,927.85,2955.19,44092.45,27440.24,2350.60,29.33,974.00,1014.96,0.70,235.87,336.54,567.45,3.58,23.09,80.22,3.32,9434.04,179.56,124404.96,1903.91,4429.13,2700.00,14569.66,,,,,,,,,,,,,,,,,,,,,,,,,
2024M6,166.7472617,164.5116493,153.4081644,136.4897022,130.2988699,209.6591091,163.909385,132.2751712,103.7649919,184.6277487,187.8154023,181.5459136,183.1068729,163.4466678,186.0419237,200.5730736,174.9829864,185.9186878,2497.6055,1091.160221,135.9903528,263.625,143.5092857,107.62,8380.12661,248.405,204.327,1094.966965,9648.167,83.24,1400.57885,2474.576293,58.5810978,108.1,112.0224779,2147.1015,197.6,188.6576934,191.2409429,10.80662625,12.368,2.8195,17498.0075,82.31416667,82.9175,84.1125,79.9125,9157.497893,4.27355,838.23,88.67,171.47,605.50,105.13,8.67,692.80,307.46,7.07,399.66,964.22,430.97,19.17,37.58,1248.27,293.91,32032.70,69.19,205.23,3.29,11.06,904.89,943.94,2809.19,44092.45,26825.40,2328.26,29.59,925.15,984.78,0.76,235.87,339.42,589.19,2.93,23.87,83.81,3.42,9407.18,173.64,121502.49,2115.00,4063.37,2700.00,14330.03,,,,,,,,,,,,,,,,,,,,,,,,,
2024M7,166.1229822,163.2213435,152.4265439,134.6132293,128.7602326,203.7897596,159.9089379,130.2482946,100.7206748,184.9228634,183.4349154,186.3614169,179.3849888,166.151964,185.9345288,203.3153982,161.0803645,185.6069953,2349.125217,1042.517415,139.8373207,270.6304348,141.9942857,108.611,7164.628035,257.0986957,214.5413043,1101.713265,9385.313043,81.3826087,1396.772986,2592.081172,59.04043033,107.3913043,120.9996099,2106.937826,188.2,188.5859877,177.7677084,10.23979241,11.995,2.215217391,16334.87522,83.7326087,84.04869565,85.20130435,81.94782609,8856.581934,4.406804348,860.59,87.80,171.65,567.04,94.75,7.39,700.82,309.26,6.99,393.99,1022.50,411.08,19.35,37.87,1287.89,300.60,31860.47,68.25,183.23,3.23,10.05,875.96,913.56,2777.27,44092.45,26401.22,2393.96,29.75,960.52,981.22,0.80,235.87,354.83,595.25,3.11,24.21,82.75,3.54,9397.11,169.69,114426.58,2203.70,4035.14,2700.00,13419.43,,,,,,,,,,,,,,,,,,,,,,,,,
2024M8,164.1483984,160.3494302,152.0107713,134.0157217,128.2701705,201.922354,155.9451141,130.0682804,103.3648924,184.0122465,176.8445467,190.9420047,172.9210368,167.3727625,181.7051645,188.5882307,179.9302241,197.0661531,2352.467273,1019.588147,134.6772137,273.5454545,151.635,114.513,6791.953817,261.4377273,214.6954545,1040.518518,8981.117727,79.92727273,1404.855015,2503.476069,60.2226386,100.9090909,122.0991891,1999.111818,179.09,203.5428964,169.2967424,12.1938459,13.213,2.095,16303.28773,78.5969697,79.01863636,80.08909091,76.68318182,8703.630797,4.548409091,888.20,88.01,168.60,563.77,107.97,7.47,704.79,305.19,7.31,355.48,912.56,361.83,18.42,35.63,1258.42,323.45,31553.94,65.29,175.51,3.26,9.53,877.45,913.63,2721.08,44092.45,25111.34,2468.33,28.56,932.09,944.00,0.75,235.87,362.07,597.38,3.45,24.47,88.76,3.67,9389.51,165.53,107474.51,2172.95,4364.94,2700.00,13227.72,,,,,,,,,,,,,,,,,,,,,,,,,
2024M9,161.4486,156.4314266,155.2301435,137.0763562,130.6946577,212.5016096,158.0755893,133.5699975,109.8504155,188.2863849,177.2439902,198.9622122,174.1271813,152.897639,170.4434378,172.4969708,179.9820875,189.1328085,2457.478095,1035.253881,137.7218071,271.1428571,148.7432143,106.95,6421.825659,278.7604762,242.4619048,1044.623695,9259.128571,82.55714286,1407.699968,2559.65265,58.98748515,96.23809524,128.5684912,2002.735714,194.47,207.8923465,183.6558277,11.750812,13.09,2.400952381,16167.67762,72.41920635,73.05761905,73.76,70.44,8923.684954,4.972571429,942.61,82.79,171.02,555.10,122.81,6.96,720.22,329.57,7.69,354.29,922.47,372.10,20.62,36.27,1284.03,346.78,31554.18,64.63,188.51,3.61,9.68,863.62,910.27,2847.48,44092.45,24080.36,2569.05,30.01,1018.67,964.86,0.66,191.16,351.00,609.80,3.42,25.15,91.27,3.63,9272.19,169.77,103653.05,2129.76,4827.15,2700.00,13227.72,,,,,,,,,,,,,,,,,,,,,,,,,
2024M10,166.5214159,160.9899143,159.2606975,138.4250513,132.735269,205.6725522,164.1150518,134.3301924,106.6295631,197.9485206,186.9642156,208.5681866,183.8240808,148.9334642,177.0238587,179.2799492,190.0441529,194.9329367,2595.583043,1043.718472,121.0060019,272.2173913,153.2175,110.31,6582.858019,276.7773913,221.8956522,1126.306987,9533.991304,83.69347826,1328.014913,2392.108621,59.12349903,106.6086957,133.1614509,2033.996087,196.84,198.9852552,189.5879059,12.755,13.113,2.574782609,16765.80348,74.50028986,75.26652174,76.07,72.16434783,8776.465109,4.919434783,1034.05,83.19,173.18,496.61,119.79,6.81,711.72,291.96,7.97,350.35,955.61,368.49,22.36,37.93,1436.30,328.54,32012.43,66.51,197.37,3.84,9.70,879.47,937.00,3105.77,44284.16,24229.22,2689.13,32.41,1069.26,998.91,0.77,183.71,334.77,620.22,3.88,23.86,87.13,3.30,9032.16,175.67,102664.25,2122.28,4877.04,2700.00,13256.48,,,,,,,,,,,,,,,,,,,,,,,,,
2024M11,166.2314131,161.0017729,158.5495779,140.6247762,133.4019053,225.991841,159.8373906,135.7314371,102.629302,194.0533139,182.5762941,205.1493383,179.1712606,147.9766524,177.3429905,176.8099016,207.6696222,193.822574,2582.188571,880.0315706,123.7511767,269.5238095,150.57,111.313,7919.32827,304.9528571,226.13,1224.947448,9075.727143,81.55238095,1279.451683,2350.297633,57.57788261,103.9761905,125.4158467,1987.52619,186.77,193.8163022,201.3082702,13.811,14.025,2.992380952,15726.94762,72.51428571,73.50857143,74.09285714,69.94142857,7634.716749,5.029666667,1132.87,86.24,172.44,487.43,105.10,7.29,694.49,307.68,8.40,322.23,980.66,365.52,21.66,38.11,1517.62,352.46,29664.97,63.16,185.73,3.57,11.11,874.04,916.93,3004.20,48606.68,24292.26,2652.20,31.13,1009.14,962.86,0.80,183.71,322.14,633.41,3.92,23.82,81.50,3.20,8702.97,171.67,99543.69,2081.55,4698.50,2700.00,13899.60,,,,,,,,,,,,,,,,,,,,,,,,,
